Monetary policy stance,Sentence,Central bank,Country
hawkish,"Unit wage costs industry-wide had also risen at a swifter annual pace in the first month of this year ? as the growth rate of labour costs had accelerated considerably faster than that of productivity ?, so a protraction of this trend should be examined also in terms of price competitiveness of Romania?s exports.",National Bank of Romania,Romania
hawkish,"During the discussions on future developments, Board members noted that the current short-term forecast reconfirmed the outlook for the annual inflation rate to pick up slightly in the following months.",National Bank of Romania,Romania
hawkish,"On the other hand, private consumption growth ? the driving force behind last year?s step-up in GDP dynamics to 4.8 percent ? had climbed to a nine-year high of 7.3 percent, mainly on account of higher real disposable income.",National Bank of Romania,Romania
hawkish,"Board members remarked the further increase in the number of employees economy-wide, which had moderated only slightly in February, and the fall in the ILO unemployment rate to 5.3 percent in March.",National Bank of Romania,Romania
hawkish,"In their analysis, Board members pointed out the major role that supply-side factors continued to play in the configuration of the upward path of the forecasted annual inflation rate, especially over the short time horizon.",National Bank of Romania,Romania
hawkish,"Members noted, on the one hand, the balancing trend of the risks to the outlook for economic growth and inflation in the euro area/EU and globally, inter alia amid the ongoing accommodative monetary policy stance, especially in developed countries, and the anticipated fiscal stimulus to the US economy.",National Bank of Romania,Romania
hawkish,"Board members observed that the annual adjusted CORE2 inflation had exceeded the forecasted level even more visibly, given its continued advance in Q2 to 1.42 percent in June, whereas the medium-term forecast had anticipated its quasi-stagnation around the 1.04 percent level seen in March.",National Bank of Romania,Romania
hawkish,The same data indicated private consumption as the engine of the robust economic growth in 2017 Q2.,National Bank of Romania,Romania
hawkish,"In that context, Board members pointed out the further double-digit annual dynamics, in the first two months of Q2, of both the average gross wage earnings and the unit wage costs in industry on the consumer goods segment, despite a moderate slowdown across the sector.",National Bank of Romania,Romania
hawkish,"The rise had primarily been driven by the electricity price hike, as well as by fuel price developments and faster core inflation.",National Bank of Romania,Romania
hawkish,"Board members deemed that core inflation behaviour hinted at the build-up of inflationary pressures from fundamentals on the demand and cost sides, amid the more pronounced cyclical position of the economy and the hike in unit wage costs.",National Bank of Romania,Romania
hawkish,"It was noticed that, on the supply side, the swifter economic growth had benefited from quasi-general support.",National Bank of Romania,Romania
hawkish,"It was concluded that, against that background, labour market tightening had grown significantly stronger of late and that it might persist, given that specialised surveys and analyses showed moderate employment intentions in the near run, but also major difficulties encountered by employers in recruiting skilled labour, as well as an increased staff turnover rate.",National Bank of Romania,Romania
hawkish,"In that context, it was shown that the annual growth rate of average gross nominal wage earnings economy-wide had picked up further in the period from June to July and consolidated at particularly high two-digit levels from a historical perspective and above those recorded in 2016.",National Bank of Romania,Romania
hawkish,"Board members then analysed, also from the perspective of monetary transmission, the pronounced uptrend in interbank money market rates towards end-Q3, noting that it had partly stemmed from the upward revision of inflation expectations and the stronger expectations on the adjustment of the monetary policy stance, inter alia in light of international financial market developments.",National Bank of Romania,Romania
hawkish,"Significant impetus had been given by the reduction in the structural liquidity surplus on the money market, under the simultaneous influence of the key autonomous liquidity factors, with a major role played by the operations in the Treasury account and by non-residents? transactions on the local financial market, the latter reflecting a likely shift in the related risk perception. ",National Bank of Romania,Romania
hawkish,"It was noted that the annual inflation rate had posted a faster-than-forecasted rise during Q3 too, and that, in the absence of all changes in indirect taxes, excise duties and non-tax fees and charges, it would have stood at 2.6 percent in September, marginally above the midpoint of the flat target. ",National Bank of Romania,Romania
hawkish,"Moreover, Board members considered that, in H2, the annual pace of economic growth would probably exceed that seen in H1, as well as that previously projected, being expected to accelerate in Q3, before slightly slowing in Q4, and thereby carrying the potential for a relatively larger rise in excess aggregate demand.",National Bank of Romania,Romania
hawkish,The new decline in the unemployment rate to 5.0 percent in September was also referred to. ,National Bank of Romania,Romania
hawkish,"It was noted that, in September, the annual increase in credit to the private sector had continued to accelerate both in nominal and real terms.",National Bank of Romania,Romania
hawkish,"They observed that the annual inflation rate had continued to leap during the first two months of 2017 Q4, going up from 1.77 percent in September to 2.63 percent in October and to 3.23 percent in November, close to the upper bound of the variation band of the flat target and significantly above the forecast.",National Bank of Romania,Romania
hawkish,"As for the cyclical position of the economy, Board members remarked that, in Q3, economic growth had witnessed the fourth successive faster-than-expected acceleration, which had also been the most significant one; the annual growth rate of GDP had climbed to 8.8 percent, from 6.1 percent in Q2, given that, contrary to forecasts, its quarterly rate had followed a more pronounced upward trend to a ten-year high. ",National Bank of Romania,Romania
hawkish,"Board members deemed that the Q3 developments pointed to a new increase, significantly above expectations, in excess aggregate demand, probably moderated somewhat by the temporary pick-up in potential GDP in that interval, under the impact of the positive supply-side shock from bumper crops.",National Bank of Romania,Romania
hawkish,"In that context, reference was made to the two-digit levels (particularly high from a historical perspective and compared with those recorded in 2016) further posted in Q3 by the annual dynamics of the average gross nominal wage and of the total hourly labour costs.",National Bank of Romania,Romania
hawkish,"Following the analysis, Board members found that the current context called for further adjustment of the monetary policy stance via an increase in the monetary policy rate by 0.25 percentage points, to 2.00 percent.",National Bank of Romania,Romania
hawkish,"Under the circumstances, the NBR Board unanimously decided to increase the monetary policy rate to 2.00 percent from 1.75 percent, as well as to raise the deposit facility rate to 1.00 percent from 0.75 percent and the lending (Lombard) facility rate to 3.00 percent from 2.75 percent.",National Bank of Romania,Romania
hawkish,"Board members also noted the influences arising from the dynamics of some international agri-food commodity prices and from the relative weakening of the leu versus the euro, as well as from the likely indirect effects of the increases in the oil price and the prices of some utilities, inter alia in the context in which short-term inflation expectations had been more firmly adjusted upwards in the course of Q4.",National Bank of Romania,Romania
hawkish,"Moreover, the economic expansion was seen as very likely to re-enter a decelerating trend in 2017 Q4 - 2018 Q1, with its annual dynamics remaining, however, markedly faster than in the November forecast, implying a relative increase in the positive output gap and its inflationary pressures.",National Bank of Romania,Romania
hawkish,Board members expressed their concerns about the labour market tightness as well.,National Bank of Romania,Romania
hawkish,"At the same time, however, Board members voiced concern over the risk that the strong inflation bout driven by supply-side shocks might trigger significant side effects via the worsening of medium-term inflation expectations and implicitly compound the efforts and costs of bringing inflation back under control, especially amid growing pressures from fundamentals. ",National Bank of Romania,Romania
hawkish,"Mention was also made of the upside risks induced by a possibly higher increase in corporate costs, along with tighter profit margins, due mostly to the new fiscal and income-related measures, as well as to labour market tightening.",National Bank of Romania,Romania
hawkish,"Board members also noted the contribution of fundamentals, given that the annual adjusted CORE2 inflation rate had risen faster even than the latest forecast to reach 2.9 percent in February from 2.4 percent in December.",National Bank of Romania,Romania
hawkish,"The evolution of the adjusted CORE2 inflation was deemed to reflect stronger demand-pull and cost-push inflationary pressures, in the context of the economy?s advanced cyclical position and tight labour market conditions. ",National Bank of Romania,Romania
hawkish,"At the same time, Board members noticed an increased contribution made also by core inflation, which had continued to accelerate in Q1, exceeding expectations once again.",National Bank of Romania,Romania
hawkish,"It was observed that the slightly faster-than-expected increase had been triggered by supply-side factors, especially the significant, larger-than-anticipated hikes in fuel prices ? amid the rise in the oil price and in the exchange rate of the leu against the US dollar ? and in tobacco product prices.",National Bank of Romania,Romania
hawkish,"However, unit labour costs had posted again a faster annual growth or reported further two-digit dynamics in the first four months of 2018, while short-term inflation expectations had continued to see upward adjustments.",National Bank of Romania,Romania
hawkish,"At the same time, Board members noted that the annual growth rate of credit to the private sector had stepped up April through May compared with the Q1 average. ",National Bank of Romania,Romania
hawkish,It was shown that the outlook for economic growth also assumed less accommodative monetary conditions over the projection horizon.,National Bank of Romania,Romania
hawkish,Some Board members underlined that inflation developments in 2018 had validated the NBR forecasts and the central bank?s monetary policy conduct which had not overreacted to the significant rise seen by the annual inflation rate in the summer months.,National Bank of Romania,Romania
hawkish,"Board members agreed that, based on the new data and assessments, a robust economic growth in annual terms was also expected in the first half of 2019, amid some mild fluctuations in the quarterly growth, so that the positive output gap would likely grow in that period in line with the February forecast.",National Bank of Romania,Romania
hawkish,"Turning to the cyclical position of the economy, Board members remarked that, in Q1, economic expansion had witnessed a stronger-than-anticipated acceleration ? to 5.0 percent from 4.1 percent in 2018 Q4 ?, given an unanticipated rebound in its quarterly dynamics, implying a likely larger advance in excess aggregate demand than the forecast for that period.",National Bank of Romania,Romania
hawkish,"The trade deficit had widened considerably faster than in the same year-earlier period, also triggering a deepening of the current account deficit in annual terms, despite the improvement, in that period, in the primary and secondary income balances.",National Bank of Romania,Romania
hawkish,"It was concluded, on the other hand, that the action of fundamentals would probably be slightly more inflationary over the short time horizon than previously anticipated, given the somewhat stronger pressures expected to be exerted by aggregate demand, wage costs and short-term inflation expectations.",National Bank of Romania,Romania
hawkish,"Furthermore, it was shown that fundamentals were expected to exert somewhat stronger-than-previously-anticipated inflationary pressures, and relatively steady over the projection horizon, given the forecasts on the cyclical position of the economy, wage costs, as well as import price dynamics.",National Bank of Romania,Romania
hawkish,"Board members pointed out that the deterioration of labour market developments had been cushioned in April by firms? recourse to furlough, which had been financially supported by the authorities, while in May it had been mitigated by the resumption of activity in some sectors, as well as by new government support measures. ",National Bank of Romania,Romania
hawkish,"Economic activity continued to rebound in 2021 Q1 at a considerably faster pace than anticipated, albeit slower than in the previous quarter, thus recovering almost entirely the loss incurred in 2020 Q2. ",National Bank of Romania,Romania
hawkish,"The annual inflation rate continued to rise above the upper bound of the variation band of the target in June 2021, implicitly above the forecast, climbing to 3.94 percent from 3.75 percent in May and 3.05 percent in March 2021.",National Bank of Romania,Romania
hawkish,The annual growth rate of credit to the private sector continued to pick up in June.,National Bank of Romania,Romania
hawkish,The annual adjusted CORE2 inflation rate further rose somewhat faster than anticipated.,National Bank of Romania,Romania
hawkish,"In the meeting held today, 10 January 2022, based on the currently available data and assessments, and in light of the elevated uncertainty, the NBR Board decided to increase the monetary policy rate to 2.00 percent per annum, from 1.75 percent per annum, as of 11 January 2022, and to maintain firm control over money market liquidity. ",National Bank of Romania,Romania
hawkish,"The latest assessments indicate the outlook for the annual inflation rate to remain above the upper bound of the target band over the short time horizon, as it is seen following a higher path than in the latest medium-term forecast published in the February 2019 Inflation Report.",National Bank of Romania,Romania
hawkish,The prudent monetary policy stance and the preventive measures taken in the area of prudential supervision of the banking sector are meant to reinforce the Romanian economy?s capacity to withstand external shocks.,National Bank of Romania,Romania
neutral,The continued risk aversion of financial investors amid persistent turbulences on international financial markets has weighed on developments in the leu's exchange rate.,National Bank of Romania,Romania
neutral,"At the same time, the deepening of the financial crisis on global markets has triggered uncertainties surrounding the world economic outlook and the implications on the Romanian economy.",National Bank of Romania,Romania
neutral,"The persistence of uncertainties related to trends in the global economy, capital flows, administered prices and volatile prices are also worth mentioning.",National Bank of Romania,Romania
neutral,"The external environment shows that uncertainties remain regarding the resolution of the Eurozone sovereign debt crisis, with impact on investors? risk aversion, capital flow volatility, as well as on global economic developments.",National Bank of Romania,Romania
neutral,"The external environment was marked by tensions and volatility, amid the adverse reaction of financial markets to the escalating sovereign debt crisis, the deepening of problems faced by the European banking system and the lingering uncertainties related to the world economic growth outlook. ",National Bank of Romania,Romania
neutral,The external environment was marked by deteriorating prospects of global economic activity against the background of increased investor risk aversion and of the uncertainties surrounding a sustainable resolution of the euro area sovereign debt crisis.,National Bank of Romania,Romania
neutral,"The exchange rate of the leu posted wider swings, owing to heightened volatility of investors? risk appetite, as well as to the persistence of uncertainty surrounding economic activity in Europe and elsewhere.",National Bank of Romania,Romania
neutral,"The uncertainty surrounding this outlook arises from both the external environment ? mostly from the geopolitical tensions in the region, the situation in Greece and the euro area, and from the growing divergence between the monetary policy stances pursued by major central banks worldwide ? and the domestic environment.",National Bank of Romania,Romania
neutral,"The major risks associated with the current projection relate to the lingering uncertainty surrounding external developments, generated by the situation in Greece and in the euro area, by regional geopolitical tensions, and by the divergence between the monetary policy stances of major central banks worldwide.",National Bank of Romania,Romania
neutral,"In view of the elevated uncertainty surrounding economic and financial developments, the NBR Board also decided to suspend the previously announced calendar of monetary policy meetings and hold monetary policy meetings whenever necessary for an indefinite period.",National Bank of Romania,Romania
neutral,"The NBR Board analyzed the developments in the main macroeconomic indicators, in both domestic and international financial markets as well as their prospects in the context of Romania's integration in the European Union.",National Bank of Romania,Romania
neutral,"The NBR Board has examined and approved the quarterly Inflation Report, which assesses the recent macroeconomic context and inflation outlook, as well as the main challenges and risks to monetary policy in the coming period.",National Bank of Romania,Romania
neutral,"The monetary policy stance, assessed via broad monetary conditions, has remained prudent in the context of the previous adjustment in the levels of monetary policy instruments, a faster leu appreciation in the recent period and the removal of some administrative measures limiting non-government credit dynamics.",National Bank of Romania,Romania
neutral,"Following an assessment of the new forecast taking into account the need to continue disinflation in the medium term, in line with the euro adoption calendar as well as of the medium-term risks and uncertainties related to the inflation outlook, especially the factors outside the central bank's authority, the NBR Board has set the 2009 inflation target at 3.5 percent, with a target band of +/- one percentage point.",National Bank of Romania,Romania
neutral,"The 2009 target, also assumed by the government, is in line with the need to achieve a sustainable medium-term inflation rate in the context of the ongoing convergence with the European Union - a process that requires sustained financial and economic efforts underpinned by an adequate macroeconomic policy mix.",National Bank of Romania,Romania
neutral,The NBR Board has decided to pursue an adequate control of liquidity via open-market operations in line with financial market conditions.,National Bank of Romania,Romania
neutral,The NBR Board has decided to leave unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions.,National Bank of Romania,Romania
neutral,"In light of the available data, the NBR Board has decided to keep unchanged the monetary policy rate at 7.0 percent per annum",National Bank of Romania,Romania
neutral,"The NBR will vigilantly monitor developments in macroeconomic indicators and their outlook, both domestically and internationally, standing ready to adjust its instrument settings to counteract inflationary pressures in order to resume the assumed disinflation trajectory and achieve medium-term disinflation objectives in a sustainable manner.",National Bank of Romania,Romania
neutral,The NBR Board has also decided to leave unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions,National Bank of Romania,Romania
neutral,The transposition of the new prudential measures into the internal regulations of credit institutions and non-bank financial institutions should be done within 30 days from their publication in the Official Gazetta.,National Bank of Romania,Romania
neutral,"The NBR Board has examined and approved the quarterly Inflation Report, which assesses the recent macroeconomic context and the inflation outlook, as well as the main challenges and risks to monetary policy in the coming period.",National Bank of Romania,Romania
neutral,The NBR Board is reiterating that it will carefully monitor global economic developments and analyze the effects of persistent international financial market turbulences on the Romanian economy.,National Bank of Romania,Romania
neutral,"The NBR will continue to pursue a firm management of money market liquidity via open-market operations, leaving unchanged the existing minimum reserve requirement ratios on both leu- and foreign currency-denominated liabilities of credit institutions.",National Bank of Romania,Romania
neutral,The NBR Board has decided to keep the monetary policy rate unchanged.,National Bank of Romania,Romania
neutral,"In such circumstances, the maintenance of a firm monetary policy stance as well as a consistent support from the other components of the macroeconomic policy mix is required.",National Bank of Romania,Romania
neutral,"The NBR Board has examined and approved the quarterly Inflation Report, which assesses the recent macroeconomic context and inflation outlook, as well as the main challenges and risks to monetary policy in the coming period.",National Bank of Romania,Romania
neutral,"This Report will be released to the public in a press conference scheduled for November, 3, 2008.",National Bank of Romania,Romania
neutral,The NBR Board is restating that it will continue to manifest the utmost vigilance in fulfilling its objectives in what concerns price stability as well as ensuring financial stability.,National Bank of Romania,Romania
neutral,"The NBR Board has examined and approved the quarterly Inflation Report, a document that assesses the recent macroeconomic environment and the inflation outlook, and identifies the main challenges and risks to monetary policy in the coming period.",National Bank of Romania,Romania
neutral,The above-mentioned factors reveal the need to maintain a prudent monetary policy stance.,National Bank of Romania,Romania
neutral,The NBR Board believes that the implementation of the balanced macroeconomic policy mix agreed under the precautionary external financing arrangement will allow a gradual and prudent adjustment of the monetary policy in line with the resumption of the disinflation process and with the consolidation of financial stability.,National Bank of Romania,Romania
neutral,The average interbank money market rate has approached the monetary policy rate.,National Bank of Romania,Romania
neutral,"The monetary policy stance remained prudent, with the NBR permanently calibrating its broad monetary conditions with the view to consolidating the convergence of inflation towards medium-term objectives and ensuring favorable conditions for a sustainable revival of lending activity.",National Bank of Romania,Romania
neutral,"The NBR Board reaffirms that a firm and consistent implementation of the macroeconomic policy mix ? monetary, fiscal and income- as well as of the structural reforms agreed under the multilateral external financing arrangement with the European Union, the International Monetary Fund and other international financial institutions is essential for achieving a further sustainable disinflation, maintaining financial stability and for a lasting and sustainable relaunch of economic activity.",National Bank of Romania,Romania
neutral,"The ongoing prudent stance of the monetary policy, including an optimal dosage of the instruments available to the central bank, and the observance by the other components of the macroeconomic policy mix of the commitments agreed under the multilateral external financing arrangement are essential to ensure a sustainable disinflation and fulfilment of medium-term objectives.",National Bank of Romania,Romania
neutral,The annual inflation rate stood at 4.74 percent in December 2009.,National Bank of Romania,Romania
neutral,The NBR Board has also decided to ensure an adequate management of liquidity in the banking system and to maintain the existing levels of minimum reserve requirement ratios on both leu-denominated and foreign currency-denominated liabilities of credit institutions.,National Bank of Romania,Romania
neutral,"The short-term outlook indicates risks related to evolutions in administered and volatile food prices, in a seasonal context and due to base effects, as well as the persistence of uncertainties regarding the impact of fiscal consolidation measures, which, amid the current domestic social and political developments, require the maintenance of a prudent monetary policy stance in a bid to firmly anchor inflation expectations.",National Bank of Romania,Romania
neutral,"The analysis of the latest developments in macroeconomic indicators reveals that the annual inflation rate will be close to 8.0 percent at the end of 2010, in line with the NBR forecasts.",National Bank of Romania,Romania
neutral,"The risks related mainly to factors outside the central bank's influence ? administered price adjustments, consistent continuation of the fiscal consolidation and structural reforms as well as future developments in external agri-food and commodity prices as well those arising from the international economic environment - require a further prudent monetary policy stance.",National Bank of Romania,Romania
neutral,Broad monetary conditions remained adequate for fulfilling the medium-term inflation target as the monetary policy stance stayed prudent.,National Bank of Romania,Romania
neutral,The minimum reserve ratio on leu-denominated liabilities was left unchanged.,National Bank of Romania,Romania
neutral,"The NBR Board has examined and approved the quarterly Inflation Report, a document that assesses the recent macroeconomic context, investigates the inflation outlook and identifies the main challenges and constraints to monetary policy in the period ahead.",National Bank of Romania,Romania
neutral,"These decisions, along with the consistent implementation of commitments made by the Romanian authorities under the financing agreements with international institutions, will ensure the preservation of prospects of a sustainable resumption of disinflation and a robust recovery of the economy in the context of the nominal and real convergence process.",National Bank of Romania,Romania
neutral,The updated projection of macroeconomic developments shows the annual inflation rate remaining inside the variation band around the central targets of 3 percent in both 2011 and 2012.,National Bank of Romania,Romania
neutral,"Recent central bank assessments show that in December 2011 the annual inflation rate will near the mid-point of the variation band around the 3 percent target, in line with the latest NBR forecast. ",National Bank of Romania,Romania
neutral,These perspectives confirm the need to maintain adequate real broad monetary conditions in line with the anticipated movements in the annual inflation rate throughout the projection horizon.,National Bank of Romania,Romania
neutral,"The aggregate real broad monetary conditions have been permanently calibrated so as to achieve a consolidation of prospects for the inflation rate to continuously remain within the variation band around the target, thus helping the efforts to efficiently anchor anticipations and underpinnings for sustainable economic growth.",National Bank of Romania,Romania
neutral,"The NBR restates that achieving price and financial stability objectives in the context of the continued fulfillment of commitments under the external financial accords with the European Union, IMF and other financial institutions is crucial to ensure lasting economic growth in the context of a balanced macroeconomic policy mix.",National Bank of Romania,Romania
neutral,The current assessment shows the annual inflation rate remaining inside the variation band around the central target throughout the forecast horizon.,National Bank of Romania,Romania
neutral,Developments in macroeconomic indicators show the evolution of inflation in line with the central bank?s forecasts.,National Bank of Romania,Romania
neutral,"Monetary policy preserved its prudent stance, by adjusting broad monetary conditions to the domestic and global macroeconomic environment.",National Bank of Romania,Romania
neutral,The updated forecast reconfirms the prospects of the annual inflation rate to remain within the variation band around the target throughout the forecast horizon.,National Bank of Romania,Romania
neutral,"The monetary policy remained prudent, seeking to anchor inflation expectations and pave the way for the annual inflation rate to near the medium-term target.",National Bank of Romania,Romania
neutral,The prudent monetary policy stance throughout 2012 was aimed at anchoring inflation expectations via a steady dosage of the instruments available to the central bank and strengthening the prospects for the annual inflation rate to remain close to the medium-term target.,National Bank of Romania,Romania
neutral,"The monetary policy stance aims to fulfil the objectives of price stability over the medium term and financial stability, while also mitigating the adverse impact of external and domestic factors on the economic rebound.",National Bank of Romania,Romania
neutral,The analysis of the latest macroeconomic data reveals that inflation posted developments in line with the central bank?s previous projections.,National Bank of Romania,Romania
neutral,Such a monetary policy configuration is further aimed at achieving the objective of ensuring medium-term price stability while preserving financial stability and cushioning the adverse impact of domestic and external factors on the recovery of the Romanian economy.,National Bank of Romania,Romania
neutral,The latest macroeconomic data show the inflation rate moving in line with the central bank?s previous forecasts and the prospects of its falling within the target band once the statistical effects of the summer 2012 supply-side shocks fade away.,National Bank of Romania,Romania
neutral,"The improvement in inflation developments and the related outlook has enabled the central bank to gradually adjust the monetary policy stance over the past few months, under conditions compatible with effectively anchoring inflation expectations and in parallel with closely monitoring domestic and external developments.",National Bank of Romania,Romania
neutral,"At the same time, domestic demand has seen modest recovery, which is envisaged to strengthen gradually.",National Bank of Romania,Romania
neutral,"According to the updated projection, inflation rate will experience a temporarily steeper fall over the coming months and will remain thereafter inside the variation band around the flat 2.5 percent target until the end of the projection horizon.",National Bank of Romania,Romania
neutral,These developments are in line with the previous forecasts of the annual inflation rate returning and subsequently remaining inside the variation band of the flat 2.5 percent target.,National Bank of Romania,Romania
neutral,The NBR reiterates that the adequate use of its available tools amid a close monitoring of domestic and global economic developments is aimed at ensuring price stability over the medium term and financial stability.,National Bank of Romania,Romania
neutral,"The consistent implementation of an adequate macroeconomic policy mix, in line with the precautionary external financing arrangement signed with the international financial institutions, along with balanced social and political developments during the electoral year 2014, will help consolidate the stability of the Romanian economy, thereby strengthening its resilience to external shocks.",National Bank of Romania,Romania
neutral,"In today?s meeting, the NBR Board examined and approved the quarterly Inflation Report, which reiterates the outlook for the annual inflation rate to run over the medium term inside the variation band of the target, i.e. ñ1 percentage point around the 2.5 percent multiannual flat target, starting in the latter half of 2014. ",National Bank of Romania,Romania
neutral,The international reserves remain in a comfortable zone while a substantial part of the IMF loan under the 2009-2011 arrangement has been repaid.,National Bank of Romania,Romania
neutral,"These decisions are meant to ensure price stability over the medium term in line with the 2.5 percent ñ1 percentage point flat target, along with creating favourable conditions for the sustainable recovery of lending, which is likely to help achieve balanced and lasting economic growth.",National Bank of Romania,Romania
neutral,"The NBR reiterates its commitment to the adequate use of all its available instruments, on the background of close monitoring of domestic and global economic developments, with the aim of securing the achievement of its overriding objectives of medium-term price stability and the preservation of financial stability.",National Bank of Romania,Romania
neutral,"During 2014, the exchange rate of the leu against the euro witnessed stable developments.",National Bank of Romania,Romania
neutral,The NBR Board has also decided to keep unchanged the current levels of minimum reserve requirement ratios on liabilities of credit institutions.,National Bank of Romania,Romania
neutral,"On the domestic front, the macroeconomic policy mix is conditional on the manner in which the recently approved or announced fiscal and budgetary measures (the new Tax Code and pay rises) will be transposed into the 2016 budget configuration and execution.",National Bank of Romania,Romania
neutral,The general context rendered the adoption of a monetary policy decision more difficult.,National Bank of Romania,Romania
neutral,"Compared to the previous forecast, the updated quarterly projection implies a new substantial revision of the expected path of the annual inflation rate, following the incorporation of the anticipated impact of the fiscal measures recently adopted by Parliament and currently under re-examination.",National Bank of Romania,Romania
neutral,"At end-2015, foreign exchange reserves amounted to EUR 32 billion, similarly to the level recorded a year before, after making payments on public and publicly-guaranteed external debt service of about EUR 7.2 billion. ",National Bank of Romania,Romania
neutral,"The current account deficit stood further at a sustainable level, namely below 1 percent of GDP.",National Bank of Romania,Romania
neutral,"In the absence of the measure on broadening the scope of the reduced VAT rate, the annual inflation rate would have neared 2 percent at year-end, standing inside the ñ1 percentage point variation band of the 2.5 percent target.",National Bank of Romania,Romania
neutral,International reserves remain adequate and Romania?s external position is sustainable.,National Bank of Romania,Romania
neutral,The NBR Board reiterates that a balanced macroeconomic policy mix and progress in implementing structural reforms are pivotal to ensuring a stable macroeconomic framework and enhancing the resilience of the Romanian economy to withstand adverse conditions worldwide.,National Bank of Romania,Romania
neutral,"During the meeting, the Board discussed and adopted the monetary policy decision, based on the data and analyses on current and expected macroeconomic, financial and monetary developments submitted by the specialised departments and other available domestic and external information.",National Bank of Romania,Romania
neutral,Board members looked at the monetisation of the economy as well. ,National Bank of Romania,Romania
neutral,Board members highlighted the ongoing dual nature of the key uncertainties about developments in inflation fundamentals.,National Bank of Romania,Romania
neutral,"In their addresses, Board members first referred to recent inflation developments.",National Bank of Romania,Romania
neutral,"Aside from the evolution of international oil and agri-food prices, developments in administered prices were also deemed relevant.",National Bank of Romania,Romania
neutral,"During the discussions, some members reiterated that the current corridor formed by interest rates on the NBR?s standing facilities was likely to provide increased flexibility to monetary policy.",National Bank of Romania,Romania
neutral,"Some Board members pointed out that estimates on potential output and potential growth, as illustrated by international experience, needed additional empirical evidence.",National Bank of Romania,Romania
neutral,"In the Board members? opinion, the uncertainties associated with this picture continued to generate two-way risks to the inflation outlook.",National Bank of Romania,Romania
neutral,"At the same time, some Board members mentioned the need for closer correlation of economic policy decisions in order to prevent adverse effects on the real convergence process.",National Bank of Romania,Romania
neutral,The baseline scenario sees the inflation rate gradually returning inside the variation band of the target and standing in the upper half of the band at the end of the forecast horizon.,National Bank of Romania,Romania
neutral,"Moreover, the unanimous opinion was that fiscal and income policy prospects remained uncertain until the 2016 budget execution features were released and, more importantly, the 2017 budget construction that would outline the future stance of the two policies became available. ",National Bank of Romania,Romania
neutral,The balance of risks associated with global oil prices seemed to be in relative equilibrium.,National Bank of Romania,Romania
neutral,"Against this background, members noted the widening of twin deficits, as well as the fact that the current account deficit financing had entirely been covered from foreign direct investment and EU funds.",National Bank of Romania,Romania
neutral,"Turning to real monetary conditions, Board members took the view that they had remained accommodative in 2017 Q1.",National Bank of Romania,Romania
neutral,"Some Board members remarked that overall credit developments were not a source of concern and, if imbalances were noticed on certain segments of lending, it would be analysed whether the implementation of macroprudential measures was warranted.",National Bank of Romania,Romania
neutral,Some members remarked that it was not clear which path crude oil prices would follow.,National Bank of Romania,Romania
neutral,"Over the long term, prospects for convergence with the euro area remained plausible, assuming larger capital stock and infrastructure development.",National Bank of Romania,Romania
neutral,"It was noted that the annual inflation rate had ceased to rise in March, staying relatively steady at 0.18 percent, but that in Q1 as a whole it had gone up in line with the projection.",National Bank of Romania,Romania
neutral,"Gross fixed capital formation was anticipated to have a positive, albeit modest contribution.",National Bank of Romania,Romania
neutral,"In the Board members? assessment, the external environment also continued to pose two-way risks to the inflation forecast.",National Bank of Romania,Romania
neutral,"Specifically, the NBR Board unanimously decided to keep the monetary policy rate at 1.75 percent per annum; in addition, the Board unanimously decided to maintain at ñ1.50 percentage points the symmetrical corridor defined by the interest rates on the standing facilities around the policy rate, to further pursue adequate liquidity management in the banking system, as well as to leave unchanged the minimum reserve requirement ratio on leu-denominated liabilities of credit institutions.",National Bank of Romania,Romania
neutral,The multitude of uncertainties and the absence of insight on the concrete measures and the implementation calendar made it impossible as yet to assess the potential macroeconomic and structural effects.,National Bank of Romania,Romania
neutral,"At the same time, Board members remarked, however, a significant increase in the uncertainties about the short- and medium-term outlook for the fiscal and income policy stance, likely to generate enhanced uncertainties and two-way risks to the latest medium-term inflation forecast.",National Bank of Romania,Romania
neutral,Board members deemed that real monetary conditions had remained highly accommodative in July and August.,National Bank of Romania,Romania
neutral,"Turning to GDP formation, it was shown that agriculture had played an important part, its contribution (the largest in four years) standing higher than that of industry and being exceeded only by that of services.",National Bank of Romania,Romania
neutral,"Looking at the recent inflation developments, Board members observed that the annual inflation rate had stood at 3.32 percent at end-2017, i.e. inside the ñ 1 percentage point variation band of the 2.5 percent target.",National Bank of Romania,Romania
neutral,"Some Board members considered that evolution to be a welcome return towards the potential rate of economic growth, since it implied a contraction in excess aggregate demand. ",National Bank of Romania,Romania
neutral,"Against that background, Board members underlined again the need for a balanced macroeconomic policy mix, to avoid the overburdening of monetary policy, with undesired effects in the economy.",National Bank of Romania,Romania
neutral,"Moreover, most Board members reiterated the importance of an adequate dosage and pace of adjustment of the monetary policy stance, from the perspective of anchoring inflation expectations and maintaining the annual inflation rate on the trajectory shown by the NBR?s latest medium-term forecast, while safeguarding financial stability.",National Bank of Romania,Romania
